episode,time,sin_theta1,cos_theta1,sin_theta2,cos_theta2,omega1,omega2
3,0.006,-0.19305364147189924,0.9811882039213676,0.17166450197364533,0.9851554693357493,-0.10171956318142605,0.9954042366719946
3,0.008,-0.1932689381450277,0.9811458186978598,0.173661997725836,0.9848053160629626,-0.11773839075644332,1.03266108559923
3,0.01,-0.1935157141260692,0.9810971758119975,0.17573235278059063,0.9844379818892595,-0.13381625184365475,1.070144670680527
3,0.012,-0.19379408345722232,0.9810422280498302,0.1778759304619347,0.9840529220333127,-0.1499560852503805,1.1078636612398185
3,0.014,-0.19410416524528576,0.9809809238891605,0.18009310527511738,0.9836495684095864,-0.16616076705517457,1.1458265544638309
3,0.016,-0.1944460835214146,0.9809132074771871,0.18238426225789853,0.9832273291973948,-0.1824331072782428,1.184041665876336
3,0.018,-0.19481996709311003,0.9808390186069473,0.18474979629756166,0.9827855884006488,-0.19877584641287172,1.2225171194155635
3,0.02,-0.1952259493881604,0.9807582926926958,0.18719011141242492,0.9823237053992966,-0.2151916518162551,1.2612608371117062
3,0.022,-0.1956641682902551,0.9806709607443685,0.18970561999661562,0.9818410144935379,-0.23168311396003816,1.3002805283625918
3,0.024,-0.19613476596599191,0.9805769493412874,0.1922967420268714,0.9813368244419706,-0.24825274254053653,1.3395836788086584
3,0.026,-0.19663788868299933,0.9804761806052671,0.19496390423013776,0.9808104179949058,-0.26490296244892164,1.3791775388095502
3,0.028,-0.19717368661889864,0.9803685721732986,0.19770753921074505,0.9802610514241763,-0.281636109603987,1.419069111527591
3,0.03,-0.19774231366083606,0.9802540371699876,0.20052808453596335,0.9796879540508485,-0.29845442664919375,1.459265140625071
3,0.032,-0.19834392719532237,0.9801324841799381,0.20342598177876814,0.9790903277723381,-0.31536005851837245,1.4997720975869484
3,0.034,-0.19897868788812573,0.98000381722028,0.20640167551668068,0.9784673465905271,-0.33235504787359105,1.5405961686801675
3,0.036,-0.19964675945397525,0.9798679357135464,0.2094556122855949,0.9778181561425757,-0.34944133042141345,1.5817432415673665
3,0.038,-0.20034830841584556,0.9797247344611185,0.21258823948755887,0.9771418732362156,-0.36662073011374474,1.6232188915931758
3,0.04,-0.20108350385361068,0.9795741036174623,0.21580000425154205,0.976437585391424,-0.38389495424157616,1.6650283677670714
3,0.042,-0.20185251714187077,0.9794159286653913,0.21909135224630186,0.9757043503904689,-0.4012655884297658,1.7071765784683137
3,0.044,-0.2026555216767799,0.9792500903925985,0.22246272644454437,0.9749411958384259,-0.41873409154430874,1.7496680769035038
3,0.046,-0.20349269259172478,0.9790764648697107,0.22591456583768135,0.9741471187363703,-0.4363017905226698,1.7925070463511474
3,0.048,-0.20436420646173298,0.9788949234301229,0.22944730410059522,0.9733210850695514,-0.4539698751414676,1.8356972852316247
3,0.05,-0.20527024099651847,0.9787053326518821,0.23306136820595177,0.9724620294129585,-0.4717393927351239,1.8792421920447282
3,0.052,-0.20621097472210612,0.9785075543418962,0.2367571769877399,0.9715688545567915,-0.48961124288181423,1.9231447502221286
3,0.054,-0.20718658665101194,0.9783014455227502,0.240535139653872,0.9706404311544478,-0.5075861720747454,1.9674075129460746
3,0.056,-0.2081972559409991,0.9780868584224195,0.24439565424784684,0.9696755973957305,-0.5256647683976183,2.0120325879904044
3,0.058,-0.2092431615424673,0.9778636404671732,0.24833910605966045,0.9686731587080798,-0.543847456224654,2.057021622644136
3,0.06,-0.21032448183458538,0.9776316342779693,0.2523658659863455,0.9676318874887092,-0.5621344909684609,2.102375788783199
3,0.062,-0.21144139425032252,0.9773906776706435,0.2564762888427353,0.9665505228706143,-0.5805259538987713,2.148095768159891
3,0.064,-0.21259407489058849,0.9771406036601974,0.26067071162327327,0.965427770525489,-0.5990217470579751,2.194181737983925
